epoch,loss,val_loss
0,1167.5884411711909,113.35177642115636
1,99.60436159383416,91.269890256625
2,80.60289727510758,76.13863471896535
3,69.51799202793072,67.33002483516975
4,63.04837373968835,63.299921383561
5,58.76975679604518,61.17530483240329
6,56.44238992869595,59.41964656813273
7,55.090285662457724,56.905426784465696
8,54.10277904195957,55.31315440551934
9,53.54465877322477,57.04955756025963
10,53.17707410955459,54.86463665444668
11,52.94944361138624,55.189280155253655
12,52.96731776091451,54.34587055211819
13,52.69457836115649,54.91230455942333
14,52.547415367358234,55.00313198790709
15,52.63884611892464,55.151071355242806
16,52.60993348421403,56.0869020056276
17,52.52061055390937,54.95521227702736
18,52.47643637612823,55.51922097875482
19,52.51035532445842,54.6257524172925
20,52.48297833125191,54.04366184074523
21,52.42222646771199,55.15357024969827
22,52.40446065747805,55.17813850104722
23,52.35751434889035,54.83622442485627
24,52.42147804917715,55.26221880105401
25,52.37884189206033,55.72421708500333
26,52.35762597904099,54.19272083000923
27,52.35213741957587,54.43673444104781
28,52.27805521350726,55.61197699341174
29,52.29096711590951,54.87057755686957
30,52.48825003712057,54.585663184070725
31,52.347095003500534,55.9608415970754
32,52.312831413945425,55.416684935993466
33,52.357017967616706,55.61110890135924
34,52.24564997276311,55.470875564773934
35,52.40284019394536,54.47592189584558
36,52.3093270989434,54.42605250754681
37,52.315722915450756,55.09202081318702
38,52.2336883533097,54.93270008401829
39,52.32187105688484,54.79644383431861
40,52.21818830533864,54.954722496949124
41,52.29428471413297,55.83768376186167
42,52.2665434480822,54.732946437278116
43,52.22760319813245,54.85049567105283
44,52.29721674531864,54.97383492520853
45,52.32542219475346,54.986801106056845
46,52.223130878275846,55.16773171431766
47,52.31968026063639,55.928400967124574
48,52.2361679431894,55.16376541733914
49,52.26585328113345,54.30417944691461
50,46.272362901051444,44.58525550249041
51,40.802576763912235,43.64037667355529
52,37.52077210075132,43.05415478063104
53,34.82423729092456,43.1724792601187
54,32.866154630510835,44.15491591344906
55,31.40383149213253,46.21882137139926
56,30.396296100888428,47.930882226968116
57,29.702890662029525,47.911235853474565
58,26.845272166198335,49.578984481301056
